[100,420835]
[11519361,4098]
[11520305,9485]
[11520564,4094]
[11520785,2133]
[11520977,4432]
[11523612,2481]
[11523727,3214]
[11524242,2329]
[11525310,29705]
[11526149,3716]
[11527007,21600]
[11527013,2708]
[11527126,3543]
[11527493,2867]
[11527726,26836]
[11528061,4944]
[11530350,5139]
[11530524,6693]
[11531219,2831]
[11531550,2030]
[11532511,5302]
[11532742,13080]
[11533457,3690]
[11533502,2710]
[11533585,4272]
[11534155,4727]
[11534441,3853]
[11534766,6565]
[11536080,2497]
[11536081,2892]
[11536599,7487]
[11536869,2066]
[11537250,5419]
[11537589,4413]
[11538067,7461]
[11538134,39442]
[11538135,2674]
[11539216,3338]
[11539416,11563]
[11539678,6578]
[11540415,2358]
[11540517,2167]
[11541029,2069]
[11541110,9598]
[11541288,3357]
[11541519,3338]
[11541910,6096]
[11542263,3349]
[11543499,3935]
[11544489,9665]
[11545107,2145]
[11545343,9547]
[11545905,2705]
[11546280,14691]
[11546332,2825]
[11546525,2290]
[11546562,3327]
[11546609,2588]
[11546661,2638]
[11546679,18689]
[11546727,2032]
[11547416,241208]
[11547641,2909]
[11547913,2514]
[11550093,30369]
[11550371,2222]
[11550463,3125]
[11550626,4202]
[11550677,2270]
[11550719,6840]
[11550803,2867]
[11550905,16488]
[11551224,10873]
[11552851,2064]
[11553140,2036]
[11553720,3026]
[11553745,2437]
[11554328,2166]
[11554538,5146]
[11554790,3286]
[11554971,3296]
[11555391,2779]
[11556002,4188]
[11557711,5904]
[11557975,2957]
[11558042,2344]
[11558182,3302]
[11558984,5280]
[11559052,3001]
[11559837,47407]
[11560488,4678]
[11560499,7305]
[11561762,3798]
[11562741,3256]
[11562882,12784]
[11563621,9705]
[11563779,2709]
[11564415,4066]
[11564845,3229]
[11564916,12805]
[11564924,4565]
[11565351,2725]
[11566039,2740]
[11566450,5747]
[11566600,13646]
[11566704,7409]
[11566778,4279]
[11566805,2118]
[11567952,4613]
[11568980,3437]
[11569042,5403]
[11569597,17775]
[11569722,2340]
[11570587,7051]
[11570738,4181]
[11570797,2679]
[11571865,2074]
[11572581,2045]
[11572644,6296]
[11572655,4529]
[11573288,3878]
[11574326,4466]
[11574555,3578]
[11574590,3201]
[11574767,2319]
[11574963,2362]
[11575024,2329]
[11575034,3270]
[11575187,3770]
[11575356,21651]
[11575585,2046]
[11575712,3153]
[11575839,2004]
[11575850,2157]
[11575930,3617]
[11575982,3567]
[11576718,2029]
[11577215,17179]
[11577274,4389]
[11577534,2571]
[11577782,2477]
[11577933,2795]
[11578976,3039]
[11578989,3200]
[11579364,21823]
[11579405,9696]
[11579453,4871]
[11579730,2160]
[11580212,3537]
[11580841,2290]
[11581228,7663]
[11582043,4414]
[11582269,2547]
[11582440,4505]
[11582450,5557]
[11583135,4573]
[11583441,2012]
[11583657,3145]
[11584059,33806]
[11585237,3796]
[11585312,2453]
[11585868,2910]
[11585970,16260]
[11586599,4332]
[11587264,2096]
[11587448,20871]
[11587626,5443]
[11587685,4122]
[11587830,6718]
[11587865,2100]
[11588527,2722]
[11588740,4126]
[11589057,2699]
[11589076,3909]
[11589784,4411]
[11590263,5462]
[11590502,2103]
[11590798,7902]
[11591448,2002]
[11591669,2781]
[11592027,2177]
[11592160,2397]
[11592402,2744]
[11592576,2420]
[11593130,2170]
[11593763,2455]
[11594235,2408]
[11595034,4485]
[11595037,2758]
[11595115,3171]
[11595428,2016]
[11595436,3401]
[11595702,3672]
[11596956,2213]
[11597225,11039]
[11597661,4112]
[11598364,2015]
[11599227,2603]
[11599380,7483]
[11599986,3712]
[11601986,5694]
[11602330,2639]
[11602681,4669]
[11602692,2480]
[11602781,2405]
[11602838,2317]
[11603108,2020]
[11603323,16432]
[11603327,12537]
[11603416,14182]
[11603843,2498]
[11604144,6949]
[11605030,2316]
[11605152,2567]
[11606070,11730]
[11606257,2834]
[11606435,5080]
[11606880,4819]
[11607231,2785]
[11607387,2893]
[11607539,4261]
[11607554,2292]
[11607693,2137]
[11607769,3741]
[11607938,9123]
[11608100,3423]
[11609158,3405]
[11611237,4023]
[11611416,2071]
[11611920,2365]
[11612796,6122]
[11612901,3888]
[11613099,2594]
[11613145,2193]
[11613769,16325]
[11613826,2105]
[11614184,14019]
[11614426,5054]
[11614435,2608]
[11614549,6139]
[11614858,6484]
[11615679,6379]
[11616814,2632]
[11616832,9297]
[11617072,3218]
[11617172,2968]
[11617277,2129]
[11617512,2403]
[11617694,2089]
[11617697,2698]
[11617724,3379]
[11617791,3247]
[11618737,2420]
[11619092,3506]
[11619567,5352]
[11619667,4619]
[11620219,2047]
[11620255,2178]
[11620490,2653]
[11621555,2701]
[11622316,13580]
[11622518,2768]
[11623099,4727]
[11623340,5083]
[11623676,2641]
[11624069,2005]
[11624302,8869]
[11625056,12370]
[11625377,2420]
[11626675,6648]
[11627124,2175]
[11627722,2256]
[11628190,2935]
[11628990,3480]
[11629002,2017]
[11629205,2363]
[11629249,3931]
[11630098,2452]
[11630525,10919]
[11630530,2443]
[11630687,9107]
[11630700,2450]
[11630975,2187]
[11631032,2514]
[11631243,3120]
[11631268,9643]
[11631530,35638]
[11631694,2051]
[11631910,4012]
[11632054,4800]
[11632271,2478]
[11632439,2075]
[11632715,5140]
[11632932,2887]
[11633170,2670]
[11633217,2125]
[11633674,3138]
[11633981,2722]
[11634394,4126]
[11634905,3847]
[11635961,8604]
[11636151,3979]
[11636551,3819]
[11636560,2225]
[11636572,4900]
[11637090,2237]
[11637278,5157]
[11637533,3769]
[11637616,3893]
[11638250,4519]
[11638259,31855]
[11638765,6418]
[11638827,3464]
[11639031,3348]
[11639075,2509]
[11640184,2010]
[11640450,4009]
[11641334,2040]
[11641496,3922]
[11641789,2371]
[11641839,2572]
[11642083,2576]
[11642178,3588]
[11642245,3136]
[11642250,2614]
[11642301,2609]
[11642963,3505]
[11643214,2192]
[11643248,2344]
[11643298,2577]
[11643670,2915]
[11643732,3031]
[11643785,2001]
[11643848,3363]
[11645132,9575]
[11645428,4773]
[11645473,2672]
[11645689,2182]
[11645783,2188]
[11646426,2116]
[11647000,3123]
[11647363,4917]
[11648339,3606]
[11648469,3397]
[11648550,5150]
[11649630,2101]
[11650191,2188]
[11650364,3093]
[11650600,2288]
[11650740,3325]
[11651602,3461]
[11651706,3451]
[11651888,2210]
[11652732,2640]
[11652906,2227]
[11653263,2645]
[11653595,7189]
[11653690,4168]
[11654882,16750]
[11655012,2428]
[11655396,2679]
[11655415,24272]
[11655986,2313]
[11656221,3621]
[11656272,10023]
[11656444,30811]
[11657310,3842]
[11657745,4815]
[11657753,8937]
[11658442,2440]
[11658780,2686]
[11659039,3059]
[11659150,2834]
[11659969,2875]
[11660213,7045]
[11660584,5146]
[11660978,2474]
[11662895,2380]
[11663298,2564]
[11663713,2102]
[11664237,3335]
[11664277,2732]
[11664574,2958]
[11665879,2199]
[11665900,11472]
[11666047,8248]
[11666155,2389]
[11666574,6459]
[11666626,3274]
[11667021,4535]
[11667338,8631]
[11668021,6768]
[11670323,5639]
[11670363,3922]
[11670550,2090]
[11670633,2523]
[11672438,3362]
[11672869,3296]
[11673343,2900]
[11674290,3437]
[11674300,5791]
[11674764,2678]
[11675041,4343]
[11675397,3524]
[11676524,3856]
[11677937,3138]
[11678204,7232]
[11678314,2686]
[11678597,5378]
[11678786,6810]
[11679662,4733]
[11679781,2925]
[11679901,2342]
[11680430,4957]
[11680752,2754]
[11681154,4080]
[11682228,2150]
[11682360,3964]
[11683009,2498]
[11684290,39122]
[11684603,8607]
[11684830,2326]
[11685463,6822]
[11685855,10988]
[11685988,5498]
[11686106,2512]
[11686249,2443]
[11686385,28088]
[11686401,14237]
[11686666,5607]
[11687299,4348]
[11687332,3032]
[11687845,2049]
[11688989,2298]
[11689539,3392]
[11689943,3664]
[11690116,2725]
[11690569,3001]
[11691215,2790]
[11691360,2260]
[11691532,2579]
[11692283,2625]
[11692554,8555]
[11692868,2459]
[11693361,3469]
[11693829,2344]
[11693961,9296]
[11694144,3882]
[11694819,2231]
[11694981,2069]
[11695162,2160]
[11695562,2740]
[11695591,6527]
[11695871,11990]
[11696038,6968]
[11696146,6018]
[11696398,3035]
[11696595,2248]
[11696978,2765]
[11697289,2233]
[11697640,4834]
[11697922,3566]
[11698334,2139]
[11698468,2400]
[11698747,4636]
[11698812,5641]
[11699088,23116]
[11699696,3261]
[11700248,4033]
[11700261,2012]
[11700328,2109]
[11700340,11218]
[11700661,2946]
[11700734,5743]
[11700796,2019]
[11701466,13342]
[11701899,3333]
[11702330,2549]
[11702475,2165]
[11702496,6397]
[11703295,2750]
[11703707,2053]
[11704155,4008]
[11704176,2506]
[11704548,5834]
[11704668,5869]
[11705127,4091]
[11705877,2393]
[11705968,19962]
[11706464,2573]
[11706517,4832]
[11706735,19641]
[11706856,7081]
[11707303,2924]
[11707392,5877]
[11708043,3599]
[11708074,2033]
[11709095,3486]
[11709292,2106]
[11709339,5324]
[11709478,3734]
[11709791,3822]
[11710356,2847]
[11710835,2170]
[11711019,2647]
[11711124,2256]
[11711337,4530]
[11711368,3317]
[11712185,2245]
[11712241,15854]
[11713520,3157]
[11713778,2624]
[11713934,2096]
[11715775,4084]
[11716061,2773]
[11716241,2525]
[11716353,18565]
[11717118,2068]
[11717234,7080]
[11717301,6474]
[11718123,2218]
[11718398,3612]
[11718527,3226]
[11718548,2788]
[11719053,3435]
[11719237,2597]
[11719535,2121]
[11719580,4139]
[11719700,7131]
[11719788,7155]
[11719967,4623]
[11720323,2361]
[11720872,8564]
[11720925,2006]
[11720949,2333]
[11721172,2929]
[11721597,3630]
[11721608,2444]
[11722710,2609]
[11723250,3013]
[11724470,5289]
[11724906,2511]
[11725598,3448]
[11726924,3397]
[11727083,4677]
[11727709,2411]
[11728015,2890]
[11728613,4791]
[11728666,12414]
[11728713,4244]
[11728944,3095]
[11729153,5389]
[11729494,3232]
[11730198,4373]
[11730594,2103]
[11730675,3281]
[11731291,5286]
[11731455,3645]
[11731673,2214]
[11731674,2059]
[11731892,2055]
[11732812,4402]
[11733115,2407]
[11733234,3004]
[11734348,2321]
[11735450,29903]
[11735934,3400]
[11736102,2144]
[11736247,8106]
[11736878,5625]
[11736981,2139]
[11738159,6068]
[11739275,3352]
[11739873,3157]
[11740338,2869]
[11740611,2976]
[11740653,2022]
[11740985,6782]
[11741047,2390]
[11741287,4709]
[11742472,2254]
[11742923,2319]
[11742965,2267]
[11743045,17234]
[11743063,10786]
[11743182,2724]
[11743398,4975]
[11743475,3190]
[11743875,2062]
[11744096,3017]
[11745729,3942]
[11747192,6086]
[11747650,2457]
[11747731,6632]
[11748225,3141]
[11748553,2884]
[11749474,2944]
[11750112,2343]
[11750164,2876]
[11750175,2881]
[11750350,2026]
[11750777,2513]
[11750995,3730]
[11750996,4302]
[11751290,2026]
[11752140,3701]
[11753027,2473]
[11753077,2818]
[11753543,4081]
[11753700,2077]
[11753980,2570]
[11753990,4814]
[11754043,2031]
[11754364,2014]
[11754465,2296]
[11754548,2883]
[11754906,3300]
[11755211,2383]
[11755321,2227]
[11755704,2068]
[11756221,3913]
[11756628,4129]
[11758420,6641]
[11758798,2776]
[11758900,2015]
[11758972,2488]
[11760152,30051]
[11760214,602008]
[11760637,3977]
[11760825,2186]
[11760954,3252]
[11761408,5194]
[11761648,4800]
[11762083,15880]
[11762543,4080]
[11762884,2074]
[11762984,2248]
[11763062,4531]
[11763166,2036]
[11763315,2376]
[11763330,2924]
[11763497,2129]
[11763561,8033]
[11763700,13456]
[11763778,9809]
[11763810,2037]
[11765194,4441]
[11765470,6321]
[11765706,2005]
[11765835,11754]
[11766788,4794]
[11767136,6154]
[11769467,6876]
[11769528,32550]
[11769757,2372]
[11769969,2117]
[11769970,7717]
[11770151,2283]
[11770312,2231]
[11770936,4717]
[11770952,2849]
[11771257,4662]
[11771322,2066]
[11771493,2400]
[11771501,6656]
[11771541,6876]
[11771734,2039]
[11771893,2278]
[11772461,2486]
[11772461,2486]
[11774113,3484]
[11774738,2075]
[11774856,7154]
[11775089,2785]
[11775331,2396]
[11775575,2966]
[11775855,2590]
[11776120,2586]
[11778010,3992]
[11778821,3691]
[11779195,2252]
[11779442,2166]
[11779813,3320]
[11780391,5104]
[11780578,2249]
[11781098,2079]
[11781924,2832]
[11782312,2674]
[11782944,5132]
[11783394,12894]
[11786951,2210]
[11787103,4239]
[11787562,2295]
[11787982,2717]
[11788209,2418]
[11788247,3692]
[11788673,6394]
[11788745,3869]
[11788977,2379]
[11789033,9499]
[11790234,2576]
[11790446,4341]
[11792487,2526]
[11792890,83649]
[11792956,2292]
[11793417,2554]
[11794343,3236]
[11794484,2716]
[11795090,2872]
[11795333,2555]
[11795343,2468]
[11795465,4233]
[11795491,2156]
[11795493,2008]
[11795758,3103]
[11795852,14224]
[11796291,16776]
[11797777,2830]
[11798525,2123]
[11798593,2742]
[11798709,2263]
[11798894,2703]
[11798999,3467]
[11799836,2166]
[11799878,2041]
[11800785,4247]
[11800822,4378]
[11800927,7956]
[11801083,2967]
[11801396,3429]
[11801450,2367]
[11802775,3763]
[11802847,3257]
[11802954,3923]
[11803106,2806]
[11803249,4062]
[11803841,9524]
[11804643,13437]
[11804753,2665]
[11804815,11930]
[11804971,2239]
[11805059,6097]
[11805242,3543]
[11805600,6005]
[11805630,6998]
[11806904,7055]
[11806913,2982]
[11807241,4177]
[11808039,2626]
[11808294,2492]
[11808769,3347]
[11808846,10921]
[11809580,5488]
[11810028,2233]
[11810141,3025]
[11810251,2031]
[11810317,26240]
[11810604,2895]
[11810630,19585]
[11810866,2376]
[11810965,2090]
[11811149,2713]
[11811238,3423]
[11811809,2279]
[11811830,2382]
[11811837,2953]
[11812093,2312]
[11812708,4180]
[11812850,2187]
[11814207,2422]
[11814234,2425]
[11814599,2225]
[11815144,2280]
[11815188,12033]
[11815603,4192]
[11817020,2789]
[11817090,10067]
[11817321,16605]
[11817779,3782]
[11817839,8721]
[11818261,2073]
[11818381,2091]
[11819035,2708]
[11819866,2577]
[11820408,2089]
[11820684,4044]
[11820712,5721]
[11821010,2119]
[11821031,2394]
[11821103,2774]
[11821393,11370]
[11823735,2543]
[11823771,7233]
[11824213,2162]
[11824494,8029]
[11825207,2223]
[11825492,4908]
[11825542,7294]
[11826228,4562]
[11826359,3613]
[11826582,3220]
[11827162,5206]
[11827212,2795]
[11829056,3216]
[11829228,3626]
[11829849,2422]
[11830081,2240]
[11830502,4093]
[11831619,4633]
[11833216,3320]
[11834248,4038]
[11835038,2038]
[11835138,5487]
[11835194,2891]
[11835667,3949]
[11835929,2207]
[11836295,2915]
[11837910,4442]
[11838185,10270]
[11838300,31301]
[11838886,19669]
[11838996,2155]
[11839718,6050]
[11840013,2728]
[11840320,4081]
[11842743,2868]
[11842857,2511]
[11843807,9187]
[11845449,2283]
[11845694,4360]
[11846076,2511]
[11846283,2095]
[11846328,4970]
[11846376,4524]
[11846644,4951]
[11846730,2107]
[11847623,2289]
[11849455,4228]
[11849937,15268]
[11850444,2291]
[11851379,2519]
[11851444,17079]
[11851511,2538]
[11851830,7305]
[11852056,29583]
[11852798,15173]
[11853020,2467]
[11853962,5436]
[11854242,3761]
[11854353,2561]
[11855770,2480]
[11856216,2323]
[11857306,2057]
[11857673,15046]
[11857807,2129]
[11859648,2841]
[11859979,2126]
[11860049,2438]
[11860355,2817]
[11860613,3278]
[11861550,2080]
[11862120,2800]
[11862520,3199]
[11862670,2835]
[11863053,2657]
[11863057,2196]
[11863210,2485]
[11863893,2722]
[11863921,2406]
[11865286,3198]
[11865768,3437]
[11866485,2241]
[11867464,2294]
[11867712,2546]
[11867860,6471]
[11867953,2609]
[11868560,5004]
[11868568,2693]
[11869107,21215]
[11869637,2004]
[11869640,5829]
[11870024,2001]
[11870352,2865]
[11870767,2216]
[11871478,15753]
[11871507,2703]
[11871601,2024]
[11871763,3923]
[11871806,6768]
[11871863,2556]
[11872073,5489]
[11872752,2010]
[11873179,2043]
[11873274,6425]
[11873995,3665]
[11874047,2230]
[11874235,2132]
[11874565,5913]
[11874784,2358]
[11874957,4266]
[11875654,2171]
[11875969,3877]
[11876259,2058]
[11877393,2060]
[11877931,2727]
[11878124,5523]
[11878705,4969]
[11878911,3313]
[11879043,6697]
[11879670,4113]
[11880114,3408]
[11880532,2086]
[11880564,23583]
[11881043,2502]
[11882187,8581]
[11882424,5934]
[11882508,8569]
[11882616,2118]
[11882638,2146]
[11883070,3546]
[11883236,2128]
[11883411,3673]
[11883971,4281]
[11885026,2276]
[11885068,5302]
[11885730,6149]
[11885766,6621]
[11885992,2616]
[11886576,9245]
[11886695,4029]
[11887082,2421]
[11887189,3939]
[11887363,2241]
[11887563,15902]
[11887650,2078]
[11887730,4013]
[11888022,3350]
[11888173,2003]
[11889017,4367]
[11889111,2165]
[11889577,235780]
[11889743,9234]
[11890073,2314]
[11891158,10641]
[11892435,5435]
[11892638,10345]
[11892684,2824]
[11893826,8653]
[11893917,5896]
[11895628,2189]
[11896775,2361]
[11896980,2928]
[11897049,2208]
[11897302,5694]
[11897523,2622]
[11897758,2340]
[11898197,2361]
[11900398,6941]
[11901911,36854]
[11902003,3154]
[11902081,2203]
[11902124,2583]
[11902830,2095]
[11902872,2250]
[11902956,3925]
[11903176,3435]
[11903427,4736]
[11903507,13462]
[11903602,2616]
[11903848,3697]
[11903979,3217]
[11904035,2717]
[11904539,2259]
[11905344,2660]
[11905584,4916]
[11905715,5311]
[11905767,2044]
[11906029,2817]
[11906057,2502]
[11906230,3440]
[11906299,2093]
[11906624,4302]
[11906971,3036]
[11907045,4949]
[11907604,2419]
[11908252,6135]
[11908298,2832]
[11909011,2104]
[11909728,2829]
[11909802,2929]
[11910629,3560]
[11910996,5045]
[11911040,3896]
[11911062,2442]
[11911271,4659]
[11912229,2809]
[11912351,4608]
[11912460,7343]
[11912568,2502]
[11912972,3290]
[11913578,4206]
[11913962,5922]
[11914349,11532]
[11914363,2715]
[11914419,16799]
[11915196,3060]
[11915493,2277]
[11915633,14961]
[11915892,2597]
[11916538,2314]
[11916641,3575]
[11917104,2260]
[11917578,2142]
[11917669,2584]
[11918374,5751]
[11918615,2294]
[11918852,5248]
[11918923,2024]
[11918966,2638]
[11918981,23799]
[11919037,2501]
[11919148,13123]
[11919451,2133]
[11919554,9048]
[11920066,6248]
[11920354,2584]
[11920843,2210]
[11920856,4158]
[11921815,8823]
[11921867,2999]
[11921944,46976]
[11922530,9419]
[11922629,3981]
[11922781,2773]
[11923303,4153]
[11923331,2162]
[11923830,2310]
[11924158,2039]
[11924241,2027]
[11924321,2047]
[11925156,2184]
[11925343,3486]
[11925798,4735]
[11925865,3478]
[11926360,3521]
[11926572,4348]
[11926572,4348]
[11926754,2799]
[11926794,5309]
[11926754,2799]
[11926794,5309]
[11927217,17485]
[11927217,17485]
[11927449,4503]
[11927449,4503]
[11927873,3649]
[11927873,3649]
[11928178,3861]
[11928178,3861]
[11928572,2291]
[11928806,19940]
[11928824,5403]
[11929001,2045]
[11929413,2403]
[11929763,3031]
[11930116,2989]
[11930347,4898]
[11931240,5873]
[11931340,4371]
[11931555,6388]
[11931896,3744]
[11931905,5910]
[11932216,2651]
[11932281,4409]
[11932618,3318]
[11932820,6854]
[11933128,3737]
[11933399,2480]
[11933660,2553]
[11933743,2707]
[11934268,2352]
[11934316,2793]
[11934582,5765]
[11935500,77624]
[11935790,2848]
[11936428,2388]
[11936465,2446]
[11937348,17899]
[11938278,5321]
[11938514,2747]
[11938514,2747]
[11939550,2858]
[11940328,5766]
[11940658,10093]
[11940682,2399]
[11940782,2535]
[11941490,4340]
[11941839,11318]
[11942757,2680]
[11943212,7903]
[11943267,50584]
[11943858,5140]
[11943882,2402]
[11944248,2607]
[11944255,5850]
[11944610,2037]
[11944722,2460]
[11944760,6665]
[11945337,3284]
[11946035,9314]
[11946581,2325]
[11947741,2069]
[11947844,3042]
[11948184,2182]
[11949014,4827]
[11949056,2525]
[11949718,2362]
[11950490,3020]
[11950754,5503]
[11950837,4441]
[11951296,2246]
[11952672,3195]
[11953294,7325]
[11953826,4293]
[11954301,2059]
[11954517,2478]
[11955098,4057]
[11955630,2095]
[11956056,2778]
[11956910,3204]
[11957041,3045]
[11958514,3450]
[11959244,2120]
[11959347,24379]
[11960606,4876]
[11962054,6283]
[11962814,5186]
[11963556,3365]
[11964080,2091]
[11964194,3583]
[11964499,2660]
[11964654,11908]
[11965117,2054]
[11968546,2633]
[11968783,4157]
[11969177,17440]
[11969849,2191]
[11970213,4851]
[11970956,3041]
[11971133,5345]
[11971187,2689]
[11971218,3184]
[11971711,4536]
[11971732,2043]
[11972168,8127]
[11972192,3766]
[11972744,2834]
[11973293,4134]
[11973422,2535]
[11973624,2039]
[11973810,2466]
[11973923,3021]
[11974680,4125]
[11974708,3418]
[11975190,11022]
[11975883,2193]
[11975884,2017]
[11976035,4138]
[11976625,6537]
[11976940,3476]
[11977975,4309]
[11978422,2543]
[11978574,3395]
[11978802,3085]
[11978980,4781]
[11979689,5489]
[11979937,3083]
[11980345,12065]
[11980379,8455]
[11980386,4649]
[11980748,2508]
[11981569,2780]
[11981767,2770]
[11982774,8357]
[11982880,3644]
[11983151,2247]
[11983251,2193]
[11983458,2859]
[11983808,2085]
[11984541,2331]
[11984605,2584]
[11984640,6156]
[11985072,7761]
[11985132,5010]
[11985778,2581]
[11985839,2685]
[11986107,2378]
[11986352,2483]
[11986352,2483]
[11986586,5895]
[11986912,2632]
[11987304,5325]
[11987791,2739]
[11987801,6878]
[11988795,2033]
[11988982,7585]
[11989394,9170]
[11989616,2742]
[11990437,11003]
[11990584,3600]
[11990912,4896]
[11992672,4571]
[11992769,2588]
[11993184,2696]
[11993560,4483]
[11993832,9441]
[11993996,5341]
[11994104,3260]
[11994219,14527]
[11994265,7877]
[11994803,19566]
[11995194,2592]
[11995284,5966]
[11995658,2219]
[11996164,2753]
[11996631,2145]
[11997039,25371]
[11997524,10323]
[11998092,2868]
[11998173,2660]
[11998377,2490]
[11998400,2298]
[11998954,23388]
[12001017,6373]
[12001466,2179]
[12002409,20767]
[12002473,2071]
[12002923,42153]
[12003016,58161]
[12003840,9965]
[12005174,8294]
[12005221,2109]
[12005381,8218]
[12005590,3023]
[12005906,2508]
[12006087,4564]
[12006368,2654]
[12007130,5184]
[12007160,3493]
[12007873,5057]
[12007944,2334]
[12008985,2431]
[12008989,2430]
[12009203,2682]
[12009363,9785]
[12009416,5285]
[12009459,2389]
[12009858,2566]
[12010044,2578]
[12010071,4034]
[12010267,7941]
[12010267,7941]
[12011501,5523]
[12012679,5669]
[12012952,22485]
[12013029,2043]
[12013165,2172]
[12013533,4110]
[12014052,3043]
[12014066,4363]
[12014641,5378]
[12014692,8282]
[12015053,3240]
[12016239,5816]
[12016657,3513]
[12017811,8309]
[12018257,2164]
[12018342,5073]
[12018720,54429]
[12019630,2211]
[12020095,3880]
[12020482,6580]
[12020513,2289]
[12021258,5261]
[12021462,8615]
[12021769,6100]
[12021860,2131]
[12022182,2113]
[12023169,2110]
[12025730,2576]
[12025784,3394]
[12026228,2465]
[12026359,2189]
[12026841,40298]
[12026992,169153]
[12027281,2123]
[12027635,3567]
[12028547,2136]
[12028673,3572]
[12028733,7255]
[12028780,2289]
[12029572,2342]
[12030154,2117]
[12030353,6673]
[12030774,3534]
[12031138,2752]
[12032053,2325]
[12032427,2502]
[12032578,5164]
[12033314,3105]
[12034226,6078]
[12034273,3432]
[12034226,6078]
[12034273,3432]
[12034636,2360]
[12034724,7380]
[12035813,2335]
[12035820,2582]
[12036070,3271]
[12036349,2599]
[12036480,4619]
[12036523,2454]
[12036543,6213]
[12036546,2303]
[12036951,2152]
[12037134,4741]
[12037426,2385]
[12037504,7485]
[12038340,2786]
[12038536,2746]
[12038665,3704]
[12039439,4714]
[12039592,2900]
[12040157,7740]
[12040938,3227]
[12041421,2023]
[12041795,2221]
[12042114,7189]
[12042559,6237]
[12042626,2408]
[12042659,3009]
[12042690,5533]
[12043186,2830]
[12044832,5225]
[12044932,3761]
[12044954,2721]
[12044958,3855]
[12045159,2042]
[12045525,3522]
[12046199,54435]
[12046246,4075]
[12046259,2183]
[12046304,2058]
[12046909,3874]
[12047548,2315]
[12047695,2291]
[12048279,3059]
[12048477,2167]
[12048994,2433]
[12049088,7665]
[12049249,2995]
[12049458,3205]
[12049478,3841]
[12051973,2340]
[12052311,3204]
[12052432,6682]
[12052460,2073]
[12053045,2614]
[12053604,8262]
[12053608,3016]
[12053638,4846]
[12054033,2928]
[12055065,7181]
[12055635,4688]
[12055641,6315]
[12055767,4292]
[12055793,11464]
[12056124,3052]
[12057496,3180]
[12058194,2009]
[12058273,2782]
[12058293,10393]
[12058534,30039]
[12058626,24348]
[12058756,3073]
[12059460,2883]
[12060154,2191]
[12060877,7497]
[12062257,24274]
[12062317,2968]
[12062419,2363]
[12062913,3822]
[12063068,2128]
[12063102,2036]
[12063200,2364]
[12064647,4067]
[12065455,5140]
[12065602,2028]
[12065962,4540]
[12066371,6192]
[12067785,2208]
[12068061,3208]
[12068182,3535]
[12068290,2204]
[12069149,3111]
[12070153,2713]
[12070504,2729]
[12070717,4200]
[12070885,2264]
[12071355,7632]
[12072320,2214]
[12072381,2332]
[12072708,4254]
[12072869,3426]
[12072985,41853]
[12073361,4194]
[12073419,2232]
[12073924,3729]
[12073939,2203]
[12074478,4110]
[12074758,4558]
[12074797,2462]
[12075040,3886]
[12075251,2783]
[12076118,11005]
[12076247,11681]
[12076855,4274]
[12077145,2026]
[12077303,2472]
[12077850,3975]
[12078210,7046]
[12078270,2294]
[12078426,2313]
[12078724,4070]
[12078771,2065]
[12078817,2292]
[12079356,3068]
[12081177,3770]
[12081224,3157]
[12081522,19657]
[12081533,3370]
[12081793,2930]
[12081798,13052]
[12082089,15507]
[12082184,2474]
[12082371,4277]
[12082587,2216]
[12082649,4538]
[12083654,2414]
[12084282,3486]
[12084372,10978]
[12084639,3504]
[12085062,2310]
[12085711,2336]
[12085717,4005]
[12086567,2346]
[12086666,74745]
[12087020,2354]
[12087871,2033]
[12088236,2199]
[12088792,3219]
[12088998,8861]
[12089175,3048]
[12089563,2399]
[12089628,2455]
[12089865,21060]
[12090273,2629]
[12090744,4283]
[12090910,2311]
[12091126,2445]
[12091455,32358]
[12091597,2099]
[12092277,3327]
[12093371,4614]
[12093802,2873]
[12094155,5650]
[12094400,3468]
[12094491,5139]
[12094954,2014]
[12095213,2041]
[12095301,5013]
[12095701,2775]
[12095782,4959]
[12096313,2259]
[12096727,7556]
[12097518,4100]
[12097636,2337]
[12097914,2020]
[12098029,6211]
[12098061,4898]
[12098081,2395]
[12098282,8361]
[12099502,6913]
[12099524,2670]
[12099651,2002]
[12100512,6143]
[12100610,6387]
[12100628,4827]
[12100826,6107]
[12101939,3384]
[12102255,2445]
[12102531,2713]
[12102747,2418]
[12103031,2634]
[12103094,2726]
[12103286,4066]
[12103452,2146]
[12103961,4770]
[12105248,3298]
[12106123,5572]
[12106777,9207]
[12107530,2570]
[12107533,5913]
[12107861,4987]
[12108012,2020]
[12108072,6898]
[12108474,11232]
[12108969,5619]
[12109011,2042]
[12109579,8127]
[12109738,5878]
[12111076,2219]
[12111293,4979]
[12111389,2588]
[12111479,3148]
[12111538,5418]
[12111550,3791]
[12111557,13426]
[12111660,2462]
[12111893,2120]
[12111974,2682]
[12112180,2219]
[12113077,3928]
[12113139,46034]
[12113627,3530]
[12113773,5287]
[12113871,3936]
[12113896,2018]
[12113947,8505]
[12113975,2162]
[12115303,3720]
[12115497,4534]
[12115886,6506]
[12116234,2954]
[12116310,18592]
[12116612,2214]
[12116727,4206]
[12117429,4798]
[12117535,3015]
[12118681,2199]
[12118708,5060]
[12118746,2207]
[12118768,2177]
[12118859,2723]
